 Prog 13440
      Pass duration : 644s   NOPC : 3
      Calcul freq : 401 677358.5 Hz   Altitude :    0 m
              81          197           46
 096089 Date : 19.04.12 20:46:30  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 49.205S  Lon2 : 178.152E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 560s   NOPC : 3
      Calcul freq : 401 677357.8 Hz   Altitude :    0 m
              82          198           46
 096089 Date : 19.04.12 21:23:08  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 52.624S  Lon2 : 162.034W
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 448s   NOPC : 4
      Calcul freq : 401 677357.4 Hz   Altitude :    0 m
              82          198           46
 096089 Date : 19.04.12 21:42:30  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.352E  Lat2 : 39.895S  Lon2 : 131.450E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 476s   NOPC : 4
      Calcul freq : 401 677357.1 Hz   Altitude :    0 m
              82          198           47
 096089 Date : 19.04.12 22:25:54  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 39.543S  Lon2 : 130.776E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 420s   NOPC : 4
      Calcul freq : 401 677353.8 Hz   Altitude :    0 m
              83          199           47
 096089 Date : 19.04.12 23:01:08  LC : 2  IQ : 68
      Lat1 : 42.952S  Lon1 : 147.359E  Lat2 : 43.493S  Lon2 : 150.140E
      Nb mes : 011  Nb mes>-120dB : 001  Best level : -120 dB
      Pass duration : 392s   NOPC : 2
      Calcul freq : 401 677352.1 Hz   Altitude :    0 m
              83          200           46
 096090 Date : 19.04.12 03:38:41  LC : 3  IQ : 67
      Lat1 : 42.937S  Lon1 : 147.376E  Lat2 : 39.337S  Lon2 : 165.047E
      Nb mes : 020  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 684s   NOPC : 3
      Calcul freq : 401 677075.5 Hz   Altitude :    0 m
              62          205           45
 096090 Date : 19.04.12 03:45:48  LC : 0  IQ : 56
      Lat1 : 42.933S  Lon1 : 147.381E  Lat2 : 33.208S  Lon2 : 166.897W
      Nb mes : 007  Nb mes>-120dB : 000  Best level : -131 dB
      Pass duration : 371s   NOPC : 2
      Calcul freq : 401 677072.8 Hz   Altitude :    0 m
              62          206           45
 096090 Date : 19.04.12 05:19:23  LC : 2  IQ : 56
      Lat1 : 42.944S  Lon1 : 147.368E  Lat2 : 48.826S  Lon2 : 117.526E
      Nb mes : 022  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 684s   NOPC : 3
      Calcul freq : 401 677121.4 Hz   Altitude :    0 m
              63          204           44
 096090 Date : 19.04.12 05:32:56  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 599s   NOPC : ?
      Calcul freq : 401 677073.9 Hz   Altitude :    0 m
              63          204           44
 096090 Date : 19.04.12 06:43:27  LC : 3  IQ : 56
      Lat1 : 42.950S  Lon1 : 147.347E  Lat2 : 39.288S  Lon2 : 165.567E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 484s   NOPC : 3
      Calcul freq : 401 677157.4 Hz   Altitude :    0 m
              63          203           44
 096090 Date : 19.04.12 19:47:35  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 34.456S  Lon2 : 105.476E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 427s   NOPC : 3
      Calcul freq : 401 677177.1 Hz   Altitude :    0 m
              64          199           46
 096090 Date : 19.04.12 20:02:33  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 48.874S  Lon2 : 178.888E
      Nb mes : 019  Nb mes>-120dB : 001  Best level : -120 dB
      Pass duration : 627s   NOPC : 4
      Calcul freq : 401 677177.5 Hz   Altitude :    0 m
              64          200           47
 096090 Date : 19.04.12 20:45:18  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.354E  Lat2 : 49.128S  Lon2 : 178.106E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 627s   NOPC : 3
      Calcul freq : 401 677177.0 Hz   Altitude :    0 m
              64          201           47
 096090 Date : 19.04.12 21:23:46  LC : 2  IQ : 58
      Lat1 : 42.954S  Lon1 : 147.352E  Lat2 : 52.710S  Lon2 : 162.065W
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 570s   NOPC : 4
      Calcul freq : 401 677174.4 Hz   Altitude :    0 m
              65          201           47
 096090 Date : 19.04.12 21:43:29  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.352E  Lat2 : 39.867S  Lon2 : 131.455E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 570s   NOPC : 4
      Calcul freq : 401 677174.6 Hz   Altitude :    0 m
              65          201           47
 096090 Date : 19.04.12 22:27:39  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 39.485S  Lon2 : 130.816E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 542s   NOPC : 4
      Calcul freq : 401 677168.3 Hz   Altitude :    0 m
              65          202           47
 096090 Date : 19.04.12 23:02:06  LC : 2  IQ : 68
      Lat1 : 42.953S  Lon1 : 147.361E  Lat2 : 43.500S  Lon2 : 150.138E
      Nb mes : 015  Nb mes>-120dB : 003  Best level : -116 dB
      Pass duration : 456s   NOPC : 2
      Calcul freq : 401 677165.4 Hz   Altitude :    0 m
              65          203           47
 096091 Date : 19.04.12 03:37:16  LC : 3  IQ : 66
      Lat1 : 42.944S  Lon1 : 147.363E  Lat2 : 39.309S  Lon2 : 165.043E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 551s   NOPC : 3
      Calcul freq : 401 677332.0 Hz   Altitude :    0 m
              61          205           57
 096091 Date : 19.04.12 03:46:12  LC : 1  IQ : 56
      Lat1 : 42.944S  Lon1 : 147.366E  Lat2 : 33.322S  Lon2 : 166.719W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 290s   NOPC : 3
      Calcul freq : 401 677328.2 Hz   Altitude :    0 m
              61          205           58
 096091 Date : 19.04.12 05:19:29  LC : 1  IQ : 58
      Lat1 : 42.941S  Lon1 : 147.384E  Lat2 : 48.855S  Lon2 : 117.509E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 638s   NOPC : 4
      Calcul freq : 401 677332.5 Hz   Altitude :    0 m
              62          206           57
 096091 Date : 19.04.12 05:30:37  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 015  Nb mes>-120dB : 003  Best level : -120 dB
      Pass duration : 464s   NOPC : ?
      Calcul freq : 401 677332.1 Hz   Altitude :    0 m
              62          204           57
 096091 Date : 19.04.12 06:44:34  LC : 3  IQ : 67
      Lat1 : 42.951S  Lon1 : 147.350E  Lat2 : 39.328S  Lon2 : 165.577E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 493s   NOPC : 3
      Calcul freq : 401 677378.8 Hz   Altitude :    0 m
              63          203           56
 096091 Date : 19.04.12 07:07:46  LC : 3  IQ : 67
      Lat1 : 42.948S  Lon1 : 147.359E  Lat2 : 52.658S  Lon2 :  98.117E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 406s   NOPC : 4
      Calcul freq : 401 677385.2 Hz   Altitude :    0 m
              63          203           56
 096091 Date : 19.04.12 19:48:22  LC : 3  IQ : 66
      Lat1 : 42.953S  Lon1 : 147.354E  Lat2 : 34.391S  Lon2 : 105.591E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -121 dB
      Pass duration : 464s   NOPC : 3
      Calcul freq : 401 677394.4 Hz   Altitude :    0 m
              63          191           78
 096091 Date : 19.04.12 20:02:23  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 48.820S  Lon2 : 178.876E
      Nb mes : 025  Nb mes>-120dB : 002  Best level : -115 dB
      Pass duration : 696s   NOPC : 3
      Calcul freq : 401 677395.1 Hz   Altitude :    0 m
              63          193           80
 096091 Date : 19.04.12 20:46:37  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 49.215S  Lon2 : 178.100E
      Nb mes : 021  Nb mes>-120dB : 003  Best level : -115 dB
      Pass duration : 667s   NOPC : 3
      Calcul freq : 401 677394.5 Hz   Altitude :    0 m
              64          193           81
 096091 Date : 19.04.12 21:23:36  LC : 2  IQ : 68
      Lat1 : 42.952S  Lon1 : 147.353E  Lat2 : 52.712S  Lon2 : 162.080W
      Nb mes : 020  Nb mes>-120dB : 003  Best level : -114 dB
      Pass duration : 580s   NOPC : 4
      Calcul freq : 401 677393.4 Hz   Altitude :    0 m
              64          199           67
 096091 Date : 19.04.12 21:42:41  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.352E  Lat2 : 39.875S  Lon2 : 131.446E
      Nb mes : 021  Nb mes>-120dB : 007  Best level : -116 dB
      Pass duration : 725s   NOPC : 4
      Calcul freq : 401 677393.1 Hz   Altitude :    0 m
              64          195           78
 096091 Date : 19.04.12 22:26:11  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.352E  Lat2 : 39.488S  Lon2 : 130.742E
      Nb mes : 022  Nb mes>-120dB : 006  Best level : -115 dB
      Pass duration : 783s   NOPC : 4
      Calcul freq : 401 677389.1 Hz   Altitude :    0 m
              65          196           80
 096091 Date : 19.04.12 23:00:30  LC : 2  IQ : 68
      Lat1 : 42.952S  Lon1 : 147.358E  Lat2 : 43.494S  Lon2 : 150.160E
      Nb mes : 015  Nb mes>-120dB : 011  Best level : -109 dB
      Pass duration : 435s   NOPC : 2
      Calcul freq : 401 677386.9 Hz   Altitude :    0 m
              65          196           81
 096092 Date : 19.04.12 01:05:35  LC : A  IQ : 08
      Lat1 : 42.914S  Lon1 : 147.289E  Lat2 : 31.853S  Lon2 :  93.794E
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 059s   NOPC : 2
      Calcul freq : 401 677072.0 Hz   Altitude :    0 m
              79          208           46
 096092 Date : 19.04.12 03:38:00  LC : 3  IQ : 66
      Lat1 : 42.946S  Lon1 : 147.364E  Lat2 : 39.319S  Lon2 : 165.117E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 649s   NOPC : 3
      Calcul freq : 401 677032.5 Hz   Altitude :    0 m
              80          210           47
 096092 Date : 19.04.12 03:42:40  LC : A  IQ : 50
      Lat1 : 42.969S  Lon1 : 147.373E  Lat2 : 32.460S  Lon2 : 165.534W
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 148s   NOPC : 1
      Calcul freq : 401 677032.2 Hz   Altitude :    0 m
              80          210           47
 096092 Date : 19.04.12 05:19:02  LC : 1  IQ : 58
      Lat1 : 42.930S  Lon1 : 147.393E  Lat2 : 48.847S  Lon2 : 117.465E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 590s   NOPC : 4
      Calcul freq : 401 677028.0 Hz   Altitude :    0 m
              81          210           47
 096092 Date : 19.04.12 05:28:09  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 590s   NOPC : ?
      Calcul freq : 401 677032.2 Hz   Altitude :    0 m
              81          209           46
 096092 Date : 19.04.12 06:43:22  LC : 3  IQ : 67
      Lat1 : 42.950S  Lon1 : 147.348E  Lat2 : 39.279S  Lon2 : 165.595E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 531s   NOPC : 3
      Calcul freq : 401 677072.6 Hz   Altitude :    0 m
              82          207           46
 096092 Date : 19.04.12 19:48:02  LC : 2  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 34.401S  Lon2 : 105.567E
      Nb mes : 012  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 443s   NOPC : 3
      Calcul freq : 401 677094.5 Hz   Altitude :    0 m
              82          204           49
 096092 Date : 19.04.12 20:03:46  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.354E  Lat2 : 48.927S  Lon2 : 178.922E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 561s   NOPC : 4
      Calcul freq : 401 677094.9 Hz   Altitude :    0 m
              82          205           49
 096092 Date : 19.04.12 20:46:32  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 49.193S  Lon2 : 178.083E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 620s   NOPC : 3
      Calcul freq : 401 677093.8 Hz   Altitude :    0 m
              83          206           49
 096092 Date : 19.04.12 21:22:26  LC : 2  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 52.534S  Lon2 : 162.021W
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 383s   NOPC : 4
      Calcul freq : 401 677092.7 Hz   Altitude :    0 m
              83          206           49
 096092 Date : 19.04.12 21:42:50  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.352E  Lat2 : 39.883S  Lon2 : 131.444E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 620s   NOPC : 4
      Calcul freq : 401 677091.1 Hz   Altitude :    0 m
              83          206           49
 096092 Date : 19.04.12 22:27:49  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 39.497S  Lon2 : 130.764E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 678s   NOPC : 4
      Calcul freq : 401 677083.5 Hz   Altitude :    0 m
              83          207           49
 096092 Date : 19.04.12 23:01:45  LC : 2  IQ : 68
      Lat1 : 42.954S  Lon1 : 147.368E  Lat2 : 43.489S  Lon2 : 150.088E
      Nb mes : 016  Nb mes>-120dB : 002  Best level : -118 dB
      Pass duration : 561s   NOPC : 2
      Calcul freq : 401 677079.6 Hz   Altitude :    0 m
              84          207           49
 096093 Date : 19.04.12 03:37:46  LC : 1  IQ : 56
      Lat1 : 42.946S  Lon1 : 147.385E  Lat2 : 39.329S  Lon2 : 165.048E
      Nb mes : 012  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 570s   NOPC : 3
      Calcul freq : 401 677203.7 Hz   Altitude :    0 m
              65          205           47
 096093 Date : 19.04.12 03:43:16  LC : B  IQ : 00
      Lat1 : 42.887S  Lon1 : 146.990E  Lat2 : 32.483S  Lon2 : 165.410W
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : 090s   NOPC : 2
      Calcul freq : 401 677234.1 Hz   Altitude :    0 m
              65          205           47
 096093 Date : 19.04.12 05:19:31  LC : 2  IQ : 57
      Lat1 : 42.945S  Lon1 : 147.369E  Lat2 : 48.815S  Lon2 : 117.459E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 540s   NOPC : 4
      Calcul freq : 401 677231.5 Hz   Altitude :    0 m
              65          204           46
 096093 Date : 19.04.12 05:29:02  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 630s   NOPC : ?
      Calcul freq : 401 677234.1 Hz   Altitude :    0 m
              65          204           46
 096093 Date : 19.04.12 06:44:46  LC : 3  IQ : 60
      Lat1 : 42.951S  Lon1 : 147.349E  Lat2 : 39.319S  Lon2 : 165.637E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 570s   NOPC : 1
      Calcul freq : 401 677265.5 Hz   Altitude :    0 m
              66          203           46
 096093 Date : 19.04.12 19:47:46  LC : 2  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 34.441S  Lon2 : 105.543E
      Nb mes : 009  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 390s   NOPC : 3
      Calcul freq : 401 677279.7 Hz   Altitude :    0 m
              67          199           49
 096093 Date : 19.04.12 20:03:16  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 48.898S  Lon2 : 178.920E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 600s   NOPC : 3
      Calcul freq : 401 677279.4 Hz   Altitude :    0 m
              67          200           49
 096093 Date : 19.04.12 20:47:31  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 49.282S  Lon2 : 178.253E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 540s   NOPC : 3
      Calcul freq : 401 677279.3 Hz   Altitude :    0 m
              67          201           49
 096093 Date : 19.04.12 21:24:01  LC : 2  IQ : 68
      Lat1 : 42.954S  Lon1 : 147.349E  Lat2 : 52.782S  Lon2 : 162.013W
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 540s   NOPC : 4
      Calcul freq : 401 677277.7 Hz   Altitude :    0 m
              67          201           49
 096093 Date : 19.04.12 21:43:16  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 39.872S  Lon2 : 131.518E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 450s   NOPC : 4
      Calcul freq : 401 677279.4 Hz   Altitude :    0 m
              67          201           49
 096093 Date : 19.04.12 22:27:16  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.355E  Lat2 : 39.498S  Lon2 : 130.831E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 510s   NOPC : 4
      Calcul freq : 401 677276.4 Hz   Altitude :    0 m
              68          202           49
 096093 Date : 19.04.12 23:02:01  LC : 2  IQ : 68
      Lat1 : 42.952S  Lon1 : 147.359E  Lat2 : 43.501S  Lon2 : 150.150E
      Nb mes : 012  Nb mes>-120dB : 003  Best level : -120 dB
      Pass duration : 360s   NOPC : 2
      Calcul freq : 401 677274.2 Hz   Altitude :    0 m
              68          203           49
 096094 Date : 19.04.12 01:05:43  LC : A  IQ : 07
      Lat1 : 43.008S  Lon1 : 147.514E  Lat2 : 31.854S  Lon2 :  93.572E
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 061s   NOPC : 2
      Calcul freq : 401 677115.1 Hz   Altitude :    0 m
              58          207           42
 096094 Date : 19.04.12 03:37:42  LC : 1  IQ : 58
      Lat1 : 42.954S  Lon1 : 147.380E  Lat2 : 39.343S  Lon2 : 164.989E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 518s   NOPC : 4
      Calcul freq : 401 677129.1 Hz   Altitude :    0 m
              59          209           42
 096094 Date : 19.04.12 03:47:06  LC : 0  IQ : 56
      Lat1 : 42.930S  Lon1 : 147.361E  Lat2 : 33.354S  Lon2 : 166.574W
      Nb mes : 009  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 458s   NOPC : 3
      Calcul freq : 401 677116.1 Hz   Altitude :    0 m
              59          209           42
 096094 Date : 19.04.12 05:00:34  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : ???s   NOPC : ?
      Calcul freq : 401 677179.1 Hz   Altitude :    0 m
              60          210           43
 096094 Date : 19.04.12 05:19:37  LC : 1  IQ : 58
      Lat1 : 42.935S  Lon1 : 147.396E  Lat2 : 48.809S  Lon2 : 117.490E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 640s   NOPC : 4
      Calcul freq : 401 677133.9 Hz   Altitude :    0 m
              60          209           42
 096094 Date : 19.04.12 05:28:01  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 579s   NOPC : ?
      Calcul freq : 401 677131.3 Hz   Altitude :    0 m
              60          208           41
 096094 Date : 19.04.12 06:43:15  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.349E  Lat2 : 39.277S  Lon2 : 165.555E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 549s   NOPC : 3
      Calcul freq : 401 677178.6 Hz   Altitude :    0 m
              61          206           41
 096094 Date : 19.04.12 07:08:09  LC : 3  IQ : 66
      Lat1 : 42.948S  Lon1 : 147.356E  Lat2 : 52.609S  Lon2 :  98.102E
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 366s   NOPC : 3
      Calcul freq : 401 677182.7 Hz   Altitude :    0 m
              61          206           41
 096094 Date : 19.04.12 19:47:34  LC : 2  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 34.457S  Lon2 : 105.486E
      Nb mes : 010  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 396s   NOPC : 3
      Calcul freq : 401 677189.3 Hz   Altitude :    0 m
              61          200           44
 096094 Date : 19.04.12 20:02:33  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.354E  Lat2 : 48.843S  Lon2 : 178.856E
      Nb mes : 021  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 671s   NOPC : 3
      Calcul freq : 401 677188.9 Hz   Altitude :    0 m
              61          202           45
 096094 Date : 19.04.12 20:46:01  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.354E  Lat2 : 49.151S  Lon2 : 178.046E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 641s   NOPC : 3
      Calcul freq : 401 677188.4 Hz   Altitude :    0 m
              61          203           45
 096094 Date : 19.04.12 21:23:08  LC : 2  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.353E  Lat2 : 52.633S  Lon2 : 162.065W
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 458s   NOPC : 4
      Calcul freq : 401 677187.6 Hz   Altitude :    0 m
              62          204           45
 096094 Date : 19.04.12 21:42:27  LC : 2  IQ : 58
      Lat1 : 42.949S  Lon1 : 147.350E  Lat2 : 39.878S  Lon2 : 131.473E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -121 dB
      Pass duration : 640s   NOPC : 4
      Calcul freq : 401 677187.6 Hz   Altitude :    0 m
              62          203           45
 096094 Date : 19.04.12 22:28:12  LC : 3  IQ : 68
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 39.517S  Lon2 : 130.999E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 427s   NOPC : 4
      Calcul freq : 401 677183.6 Hz   Altitude :    0 m
              62          204           45
 096094 Date : 19.04.12 23:01:45  LC : 2  IQ : 68
      Lat1 : 42.952S  Lon1 : 147.359E  Lat2 : 43.490S  Lon2 : 150.105E
      Nb mes : 017  Nb mes>-120dB : 007  Best level : -115 dB
      Pass duration : 518s   NOPC : 2
      Calcul freq : 401 677181.3 Hz   Altitude :    0 m
              63          205           45
 096095 Date : 19.04.12 01:06:08  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : ???s   NOPC : ?
      Calcul freq : 401 677230.9 Hz   Altitude :    0 m
              73          202           45
 096095 Date : 19.04.12 03:37:31  LC : 3  IQ : 68
      Lat1 : 42.944S  Lon1 : 147.365E  Lat2 : 39.326S  Lon2 : 164.992E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 558s   NOPC : 4
      Calcul freq : 401 677162.2 Hz   Altitude :    0 m
              75          203           45
