 Prog 13440
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 580s   NOPC : 4
      Calcul freq : 401 677376.9 Hz   Altitude :    0 m
              56          200           47
 096091 Date : 18.04.12 05:38:38  LC : 3  IQ : 68
      Lat1 : 42.949S  Lon1 : 147.363E  Lat2 : 44.257S  Lon2 : 140.920E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 667s   NOPC : 4
      Calcul freq : 401 677378.8 Hz   Altitude :    0 m
              56          200           47
 096091 Date : 18.04.12 07:08:03  LC : 3  IQ : 68
      Lat1 : 42.951S  Lon1 : 147.348E  Lat2 : 41.588S  Lon2 : 154.198E
      Nb mes : 021  Nb mes>-120dB : 000  Best level : -121 dB
      Pass duration : 638s   NOPC : 3
      Calcul freq : 401 677389.0 Hz   Altitude :    0 m
              57          200           47
 096091 Date : 18.04.12 19:18:42  LC : 0  IQ : 50
      Lat1 : 42.985S  Lon1 : 147.260E  Lat2 : 57.152S  Lon2 : 138.124W
      Nb mes : 005  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 232s   NOPC : 2
      Calcul freq : 401 677274.2 Hz   Altitude :    0 m
              57          180           43
 096091 Date : 18.04.12 20:13:04  LC : B  IQ : 00
      Lat1 : 42.991S  Lon1 : 147.447E  Lat2 : 32.259S  Lon2 :  93.507E
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 029s   NOPC : 2
      Calcul freq : 401 677397.4 Hz   Altitude :    0 m
              58          200           47
 096091 Date : 18.04.12 20:26:51  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.352E  Lat2 : 46.808S  Lon2 : 167.770E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 464s   NOPC : 3
      Calcul freq : 401 677400.2 Hz   Altitude :    0 m
              58          200           47
 096091 Date : 18.04.12 20:58:02  LC : 3  IQ : 68
      Lat1 : 42.953S  Lon1 : 147.357E  Lat2 : 48.021S  Lon2 : 172.391E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 522s   NOPC : 4
      Calcul freq : 401 677397.2 Hz   Altitude :    0 m
              58          200           47
 096091 Date : 18.04.12 21:44:26  LC : 3  IQ : 68
      Lat1 : 42.953S  Lon1 : 147.355E  Lat2 : 50.890S  Lon2 : 171.992W
      Nb mes : 016  Nb mes>-120dB : 001  Best level : -119 dB
      Pass duration : 435s   NOPC : 4
      Calcul freq : 401 677395.6 Hz   Altitude :    0 m
              58          201           47
 096091 Date : 18.04.12 22:07:09  LC : 3  IQ : 68
      Lat1 : 42.949S  Lon1 : 147.342E  Lat2 : 37.667S  Lon2 : 120.399E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 551s   NOPC : 4
      Calcul freq : 401 677387.0 Hz   Altitude :    0 m
              59          202           47
 096091 Date : 18.04.12 22:39:46  LC : 3  IQ : 67
      Lat1 : 42.952S  Lon1 : 147.352E  Lat2 : 38.277S  Lon2 : 125.181E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 551s   NOPC : 4
      Calcul freq : 401 677376.0 Hz   Altitude :    0 m
              59          203           48
 096091 Date : 18.04.12 23:24:14  LC : 1  IQ : 57
      Lat1 : 42.954S  Lon1 : 147.342E  Lat2 : 41.559S  Lon2 : 140.382E
      Nb mes : 020  Nb mes>-120dB : 011  Best level : -112 dB
      Pass duration : 580s   NOPC : 3
      Calcul freq : 401 677368.6 Hz   Altitude :    0 m
              59          200           56
 096091 Date : 19.04.12 03:37:16  LC : 3  IQ : 66
      Lat1 : 42.944S  Lon1 : 147.363E  Lat2 : 39.309S  Lon2 : 165.043E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 551s   NOPC : 3
      Calcul freq : 401 677332.0 Hz   Altitude :    0 m
              61          205           57
 096091 Date : 19.04.12 03:46:12  LC : 1  IQ : 56
      Lat1 : 42.944S  Lon1 : 147.366E  Lat2 : 33.322S  Lon2 : 166.719W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 290s   NOPC : 3
      Calcul freq : 401 677328.2 Hz   Altitude :    0 m
              61          205           58
 096091 Date : 19.04.12 05:19:29  LC : 1  IQ : 58
      Lat1 : 42.941S  Lon1 : 147.384E  Lat2 : 48.855S  Lon2 : 117.509E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 638s   NOPC : 4
      Calcul freq : 401 677332.5 Hz   Altitude :    0 m
              62          206           57
 096091 Date : 19.04.12 05:30:37  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 015  Nb mes>-120dB : 003  Best level : -120 dB
      Pass duration : 464s   NOPC : ?
      Calcul freq : 401 677332.1 Hz   Altitude :    0 m
              62          204           57
 096091 Date : 19.04.12 06:44:34  LC : 3  IQ : 67
      Lat1 : 42.951S  Lon1 : 147.350E  Lat2 : 39.328S  Lon2 : 165.577E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 493s   NOPC : 3
      Calcul freq : 401 677378.8 Hz   Altitude :    0 m
              63          203           56
 096091 Date : 19.04.12 07:07:46  LC : 3  IQ : 67
      Lat1 : 42.948S  Lon1 : 147.359E  Lat2 : 52.658S  Lon2 :  98.117E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 406s   NOPC : 4
      Calcul freq : 401 677385.2 Hz   Altitude :    0 m
              63          203           56
 096092 Date : 18.04.12 02:07:43  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : ???s   NOPC : ?
      Calcul freq : 401 677087.3 Hz   Altitude :    0 m
              74          201           45
 096092 Date : 18.04.12 03:48:30  LC : 3  IQ : 60
      Lat1 : 42.951S  Lon1 : 147.350E  Lat2 : 40.360S  Lon2 : 160.086E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 590s   NOPC : 1
      Calcul freq : 401 677062.3 Hz   Altitude :    0 m
              75          203           45
 096092 Date : 18.04.12 03:56:37  LC : Z  IQ : 41
      Lat1 : 34.318S  Lon1 : 166.981W  Lat2 : 44.774S  Lon2 : 142.904E
      Nb mes : 010  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 383s   NOPC : 0
      Calcul freq : 401 678072.8 Hz   Altitude :    0 m
              75          202           45
 096092 Date : 18.04.12 05:25:22  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : ???s   NOPC : ?
      Calcul freq : 401 677062.3 Hz   Altitude :    0 m
              75          203           45
 096092 Date : 18.04.12 05:29:33  LC : 3  IQ : 68
      Lat1 : 42.949S  Lon1 : 147.359E  Lat2 : 49.830S  Lon2 : 112.456E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 502s   NOPC : 4
      Calcul freq : 401 677067.5 Hz   Altitude :    0 m
              75          203           45
 096092 Date : 18.04.12 05:38:09  LC : 2  IQ : 58
      Lat1 : 42.948S  Lon1 : 147.364E  Lat2 : 44.261S  Lon2 : 140.951E
      Nb mes : 021  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 649s   NOPC : 4
      Calcul freq : 401 677069.2 Hz   Altitude :    0 m
              75          203           45
 096092 Date : 18.04.12 19:18:28  LC : B  IQ : 00
      Lat1 : 43.034S  Lon1 : 147.265E  Lat2 : 56.933S  Lon2 : 138.228W
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : 118s   NOPC : 2
      Calcul freq : 401 677062.3 Hz   Altitude :    0 m
              76          197           44
 096092 Date : 18.04.12 20:26:34  LC : 3  IQ : 60
      Lat1 : 42.949S  Lon1 : 147.349E  Lat2 : 46.790S  Lon2 : 167.729E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 531s   NOPC : 3
      Calcul freq : 401 677099.4 Hz   Altitude :    0 m
              77          203           45
 096092 Date : 18.04.12 20:57:32  LC : 3  IQ : 68
      Lat1 : 42.953S  Lon1 : 147.358E  Lat2 : 47.985S  Lon2 : 172.370E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 560s   NOPC : 4
      Calcul freq : 401 677096.1 Hz   Altitude :    0 m
              77          203           45
 096092 Date : 18.04.12 21:45:14  LC : 2  IQ : 68
      Lat1 : 42.955S  Lon1 : 147.346E  Lat2 : 50.955S  Lon2 : 171.935W
      Nb mes : 012  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 502s   NOPC : 4
      Calcul freq : 401 677090.0 Hz   Altitude :    0 m
              77          204           45
 096092 Date : 18.04.12 22:07:06  LC : 2  IQ : 67
      Lat1 : 42.956S  Lon1 : 147.337E  Lat2 : 37.685S  Lon2 : 120.444E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 413s   NOPC : 4
      Calcul freq : 401 677076.8 Hz   Altitude :    0 m
              78          205           45
 096092 Date : 18.04.12 22:38:35  LC : 3  IQ : 67
      Lat1 : 42.951S  Lon1 : 147.349E  Lat2 : 38.320S  Lon2 : 125.052E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 531s   NOPC : 3
      Calcul freq : 401 677062.5 Hz   Altitude :    0 m
              78          206           46
 096092 Date : 18.04.12 23:23:34  LC : 3  IQ : 67
      Lat1 : 42.951S  Lon1 : 147.358E  Lat2 : 41.547S  Lon2 : 140.357E
      Nb mes : 014  Nb mes>-120dB : 003  Best level : -117 dB
      Pass duration : 501s   NOPC : 3
      Calcul freq : 401 677060.3 Hz   Altitude :    0 m
              78          207           46
 096092 Date : 19.04.12 01:05:35  LC : A  IQ : 08
      Lat1 : 42.914S  Lon1 : 147.289E  Lat2 : 31.853S  Lon2 :  93.794E
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 059s   NOPC : 2
      Calcul freq : 401 677072.0 Hz   Altitude :    0 m
              79          208           46
 096092 Date : 19.04.12 03:38:00  LC : 3  IQ : 66
      Lat1 : 42.946S  Lon1 : 147.364E  Lat2 : 39.319S  Lon2 : 165.117E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 649s   NOPC : 3
      Calcul freq : 401 677032.5 Hz   Altitude :    0 m
              80          210           47
 096092 Date : 19.04.12 03:42:40  LC : A  IQ : 50
      Lat1 : 42.969S  Lon1 : 147.373E  Lat2 : 32.460S  Lon2 : 165.534W
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 148s   NOPC : 1
      Calcul freq : 401 677032.2 Hz   Altitude :    0 m
              80          210           47
 096092 Date : 19.04.12 05:19:02  LC : 1  IQ : 58
      Lat1 : 42.930S  Lon1 : 147.393E  Lat2 : 48.847S  Lon2 : 117.465E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 590s   NOPC : 4
      Calcul freq : 401 677028.0 Hz   Altitude :    0 m
              81          210           47
 096092 Date : 19.04.12 05:28:09  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 590s   NOPC : ?
      Calcul freq : 401 677032.2 Hz   Altitude :    0 m
              81          209           46
 096092 Date : 19.04.12 06:43:22  LC : 3  IQ : 67
      Lat1 : 42.950S  Lon1 : 147.348E  Lat2 : 39.279S  Lon2 : 165.595E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -123 dB
      Pass duration : 531s   NOPC : 3
      Calcul freq : 401 677072.6 Hz   Altitude :    0 m
              82          207           46
 096093 Date : 18.04.12 03:49:01  LC : 3  IQ : 60
      Lat1 : 42.953S  Lon1 : 147.349E  Lat2 : 40.374S  Lon2 : 160.107E
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 600s   NOPC : 1
      Calcul freq : 401 677256.2 Hz   Altitude :    0 m
              59          197           45
 096093 Date : 18.04.12 03:58:01  LC : 1  IQ : 68
      Lat1 : 42.938S  Lon1 : 147.359E  Lat2 : 34.473S  Lon2 : 171.839W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 240s   NOPC : 4
      Calcul freq : 401 677250.2 Hz   Altitude :    0 m
              59          197           45
 096093 Date : 18.04.12 05:28:31  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
