 Prog 13440
      Pass duration : 330s   NOPC : ?
      Calcul freq : 401 650000.0 Hz   Altitude :    0 m
              52          173           40
 096093 Date : 17.04.12 03:58:45  LC : 2  IQ : 50
      Lat1 : 42.952S  Lon1 : 147.341E  Lat2 : 41.366S  Lon2 : 155.131E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 630s   NOPC : 1
      Calcul freq : 401 677253.4 Hz   Altitude :    0 m
              54          179           41
 096093 Date : 17.04.12 04:08:45  LC : 3  IQ : 68
      Lat1 : 42.949S  Lon1 : 147.349E  Lat2 : 35.513S  Lon2 : 176.921W
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -130 dB
      Pass duration : 450s   NOPC : 4
      Calcul freq : 401 677256.3 Hz   Altitude :    0 m
              54          179           41
 096093 Date : 17.04.12 05:40:45  LC : 3  IQ : 67
      Lat1 : 42.948S  Lon1 : 147.359E  Lat2 : 50.716S  Lon2 : 107.289E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 450s   NOPC : 4
      Calcul freq : 401 677273.4 Hz   Altitude :    0 m
              54          181           41
 096093 Date : 17.04.12 05:49:15  LC : 0  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.386E  Lat2 : 34.420S  Lon2 : 170.944W
      Nb mes : 004  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 150s   NOPC : 1
      Calcul freq : 401 677270.3 Hz   Altitude :    0 m
              54          181           41
 096093 Date : 17.04.12 05:48:00  LC : 3  IQ : 66
      Lat1 : 42.949S  Lon1 : 147.355E  Lat2 : 45.365S  Lon2 : 135.593E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 570s   NOPC : 3
      Calcul freq : 401 677274.9 Hz   Altitude :    0 m
              54          181           41
 096094 Date : 17.04.12 00:10:40  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 009  Nb mes>-120dB :      Best level :      dB
      Pass duration : 457s   NOPC : ?
      Calcul freq : 401 650000.0 Hz   Altitude :    0 m
              46          187           37
 096094 Date : 17.04.12 02:18:16  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : ???s   NOPC : ?
      Calcul freq : 401 677218.7 Hz   Altitude :    0 m
              47          197          163
 096094 Date : 17.04.12 03:58:55  LC : 2  IQ : 56
      Lat1 : 42.951S  Lon1 : 147.343E  Lat2 : 41.378S  Lon2 : 155.070E
      Nb mes : 020  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 610s   NOPC : 3
      Calcul freq : 401 677167.6 Hz   Altitude :    0 m
              48          200           40
 096094 Date : 17.04.12 04:08:34  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.347E  Lat2 : 35.486S  Lon2 : 176.967W
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 427s   NOPC : 3
      Calcul freq : 401 677171.6 Hz   Altitude :    0 m
              48          200           40
 096094 Date : 17.04.12 05:40:50  LC : 3  IQ : 68
      Lat1 : 42.948S  Lon1 : 147.358E  Lat2 : 50.714S  Lon2 : 107.301E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 457s   NOPC : 4
      Calcul freq : 401 677183.5 Hz   Altitude :    0 m
              49          200           39
 096094 Date : 17.04.12 05:47:57  LC : 3  IQ : 66
      Lat1 : 42.949S  Lon1 : 147.355E  Lat2 : 45.371S  Lon2 : 135.566E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 518s   NOPC : 3
      Calcul freq : 401 677185.2 Hz   Altitude :    0 m
              49          199           39
 096094 Date : 17.04.12 05:50:14  LC : 1  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.340E  Lat2 : 34.297S  Lon2 : 170.669W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -131 dB
      Pass duration : 305s   NOPC : 1
      Calcul freq : 401 677187.6 Hz   Altitude :    0 m
              49          199           39
 096095 Date : 17.04.12 03:59:44  LC : 3  IQ : 60
      Lat1 : 42.951S  Lon1 : 147.343E  Lat2 : 41.384S  Lon2 : 155.079E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 496s   NOPC : 1
      Calcul freq : 401 677197.0 Hz   Altitude :    0 m
              64          172           38
 096095 Date : 17.04.12 04:06:58  LC : 1  IQ : 68
      Lat1 : 42.954S  Lon1 : 147.341E  Lat2 : 35.443S  Lon2 : 177.170W
      Nb mes : 004  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 310s   NOPC : 4
      Calcul freq : 401 677202.1 Hz   Altitude :    0 m
              64          172           38
 096095 Date : 17.04.12 05:41:31  LC : 2  IQ : 67
      Lat1 : 42.949S  Lon1 : 147.360E  Lat2 : 50.607S  Lon2 : 107.140E
      Nb mes : 009  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 310s   NOPC : 3
      Calcul freq : 401 677220.1 Hz   Altitude :    0 m
              65          171           38
 096095 Date : 17.04.12 05:49:32  LC : 0  IQ : 66
      Lat1 : 42.952S  Lon1 : 147.324E  Lat2 : 34.378S  Lon2 : 170.847W
      Nb mes : 005  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 155s   NOPC : 1
      Calcul freq : 401 677227.8 Hz   Altitude :    0 m
              65          171           38
 096095 Date : 17.04.12 05:47:59  LC : 3  IQ : 66
      Lat1 : 42.948S  Lon1 : 147.355E  Lat2 : 45.362S  Lon2 : 135.626E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 465s   NOPC : 3
      Calcul freq : 401 677221.5 Hz   Altitude :    0 m
              65          171           38
 096096 Date : 17.04.12 00:09:40  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 006  Nb mes>-120dB :      Best level :      dB
      Pass duration : 283s   NOPC : ?
      Calcul freq : 401 650000.0 Hz   Altitude :    0 m
              46          173           40
 096096 Date : 17.04.12 02:14:37  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : 063s   NOPC : ?
      Calcul freq : 401 677125.3 Hz   Altitude :    0 m
              47          181           41
 096096 Date : 17.04.12 03:58:18  LC : 3  IQ : 60
      Lat1 : 42.950S  Lon1 : 147.347E  Lat2 : 41.384S  Lon2 : 155.006E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 473s   NOPC : 1
      Calcul freq : 401 677087.4 Hz   Altitude :    0 m
              47          187           43
 096096 Date : 17.04.12 04:07:45  LC : 3  IQ : 66
      Lat1 : 42.949S  Lon1 : 147.348E  Lat2 : 35.448S  Lon2 : 177.070W
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -131 dB
      Pass duration : 567s   NOPC : 3
      Calcul freq : 401 677090.7 Hz   Altitude :    0 m
              47          187           43
 096096 Date : 17.04.12 05:39:54  LC : 3  IQ : 68
      Lat1 : 42.948S  Lon1 : 147.357E  Lat2 : 50.796S  Lon2 : 107.384E
      Nb mes : 016  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 567s   NOPC : 4
      Calcul freq : 401 677102.1 Hz   Altitude :    0 m
              48          189           43
 096096 Date : 17.04.12 05:49:21  LC : 0  IQ : 66
      Lat1 : 42.954S  Lon1 : 147.343E  Lat2 : 34.390S  Lon2 : 170.875W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -131 dB
      Pass duration : 189s   NOPC : 1
      Calcul freq : 401 677106.5 Hz   Altitude :    0 m
              48          188           43
 096096 Date : 17.04.12 05:48:33  LC : 3  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.353E  Lat2 : 45.353S  Lon2 : 135.607E
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 472s   NOPC : 3
      Calcul freq : 401 677103.9 Hz   Altitude :    0 m
              48          188           43
 096097 Date : 16.04.12 23:06:29  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -131 dB
      Pass duration : 032s   NOPC : ?
      Calcul freq : 401 677454.2 Hz   Altitude :    0 m
              45          175           37
 096097 Date : 17.04.12 00:08:21  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 009  Nb mes>-120dB :      Best level :      dB
      Pass duration : 352s   NOPC : ?
      Calcul freq : 401 650000.0 Hz   Altitude :    0 m
              45          187           41
 096097 Date : 17.04.12 02:15:17  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : 064s   NOPC : ?
      Calcul freq : 401 677454.2 Hz   Altitude :    0 m
              46          193           42
 096097 Date : 17.04.12 04:00:20  LC : 3  IQ : 66
      Lat1 : 42.951S  Lon1 : 147.345E  Lat2 : 41.393S  Lon2 : 155.089E
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -122 dB
      Pass duration : 576s   NOPC : 3
      Calcul freq : 401 677395.7 Hz   Altitude :    0 m
              47          195           42
 096097 Date : 17.04.12 04:08:04  LC : 3  IQ : 68
      Lat1 : 42.949S  Lon1 : 147.347E  Lat2 : 35.444S  Lon2 : 176.954W
      Nb mes : 009  Nb mes>-120dB : 000  Best level : -132 dB
      Pass duration : 480s   NOPC : 4
      Calcul freq : 401 677397.1 Hz   Altitude :    0 m
              47          195           42
 096097 Date : 17.04.12 05:40:37  LC : 3  IQ : 68
      Lat1 : 42.945S  Lon1 : 147.359E  Lat2 : 50.728S  Lon2 : 107.313E
      Nb mes : 010  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 448s   NOPC : 4
      Calcul freq : 401 677410.7 Hz   Altitude :    0 m
              48          194           42
 096097 Date : 17.04.12 05:47:49  LC : 3  IQ : 66
      Lat1 : 42.948S  Lon1 : 147.354E  Lat2 : 45.392S  Lon2 : 135.566E
      Nb mes : 012  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 608s   NOPC : 3
      Calcul freq : 401 677414.2 Hz   Altitude :    0 m
              48          194           42
 096097 Date : 17.04.12 05:51:33  LC : 1  IQ : 66
      Lat1 : 42.948S  Lon1 : 147.347E  Lat2 : 34.248S  Lon2 : 170.415W
      Nb mes : 005  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 352s   NOPC : 3
      Calcul freq : 401 677414.4 Hz   Altitude :    0 m
              48          193           42
 096098 Date : 17.04.12 00:04:32  LC : Z  IQ : 00
      Lat1 : ???????  Lon1 : ????????  Lat2 : ???????  Lon2 : ????????
      Nb mes : 010  Nb mes>-120dB :      Best level :      dB
      Pass duration : 325s   NOPC : ?
      Calcul freq : 401 650000.0 Hz   Altitude :    0 m
              43          178           37
 096098 Date : 17.04.12 02:16:57  LC : A  IQ : 60
      Lat1 : 31.487S  Lon1 : 157.775W  Lat2 : 42.936S  Lon2 : 147.353E
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -137 dB
      Pass duration : 228s   NOPC : 0
      Calcul freq : 401 677005.6 Hz   Altitude :    0 m
              44          190           38
 096098 Date : 17.04.12 03:59:36  LC : 2  IQ : 56
      Lat1 : 42.953S  Lon1 : 147.333E  Lat2 : 41.376S  Lon2 : 155.130E
      Nb mes : 019  Nb mes>-120dB : 000  Best level : -127 dB
      Pass duration : 650s   NOPC : 3
      Calcul freq : 401 677200.8 Hz   Altitude :    0 m
              45          193           39
 096098 Date : 17.04.12 04:07:44  LC : 2  IQ : 66
      Lat1 : 42.949S  Lon1 : 147.346E  Lat2 : 35.446S  Lon2 : 177.092W
      Nb mes : 012  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 422s   NOPC : 3
      Calcul freq : 401 677205.0 Hz   Altitude :    0 m
              45          193           39
 096098 Date : 17.04.12 05:39:49  LC : 3  IQ : 67
      Lat1 : 42.946S  Lon1 : 147.359E  Lat2 : 50.815S  Lon2 : 107.335E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -132 dB
      Pass duration : 520s   NOPC : 4
      Calcul freq : 401 677224.1 Hz   Altitude :    0 m
              46          193           39
 096098 Date : 17.04.12 05:50:06  LC : 2  IQ : 66
      Lat1 : 42.950S  Lon1 : 147.348E  Lat2 : 34.290S  Lon2 : 170.687W
      Nb mes : 005  Nb mes>-120dB : 000  Best level : -130 dB
      Pass duration : 325s   NOPC : 1
      Calcul freq : 401 677228.3 Hz   Altitude :    0 m
              46          192           38
 096098 Date : 17.04.12 05:47:56  LC : 3  IQ : 66
      Lat1 : 42.949S  Lon1 : 147.353E  Lat2 : 45.370S  Lon2 : 135.564E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 618s   NOPC : 3
      Calcul freq : 401 677226.9 Hz   Altitude :    0 m
              46          192           39
 112693 Date : 16.04.12 01:32:16  LC : B  IQ : 00
      Lat1 : 34.141N  Lon1 : 119.193W  Lat2 : 34.141N  Lon2 : 119.193W
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -138 dB
      Pass duration : 000s   NOPC : 3
      Calcul freq : 401 677571.8 Hz   Altitude :    0 m
             135          127          185
 112693 Date : 16.04.12 01:48:46  LC : A  IQ : 00
      Lat1 : 34.150N  Lon1 : 119.211W  Lat2 : 34.150N  Lon2 : 119.211W
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 270s   NOPC : 3
      Calcul freq : 401 677565.7 Hz   Altitude :    0 m
             135          127          185          101
              25          134          118
 112693 Date : 16.04.12 03:28:16  LC : 3  IQ : 58
      Lat1 : 34.148N  Lon1 : 119.214W  Lat2 : 34.148N  Lon2 : 119.214W
      Nb mes : 010  Nb mes>-120dB : 000  Best level : -120 dB
      Pass duration : 360s   NOPC : 3
      Calcul freq : 401 677565.7 Hz   Altitude :    0 m
             136          126          183          100
              24          134          119
 112693 Date : 16.04.12 03:28:20  LC : 3  IQ : 50
      Lat1 : 34.150N  Lon1 : 119.210W  Lat2 : 34.150N  Lon2 : 119.210W
      Nb mes : 017  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 510s   NOPC : 3
      Calcul freq : 401 677565.6 Hz   Altitude :    0 m
             136          126          183          100
              24          134          119
 112693 Date : 16.04.12 12:01:46  LC : A  IQ : 08
      Lat1 : 34.137N  Lon1 : 119.185W  Lat2 : 34.137N  Lon2 : 119.185W
      Nb mes : 003  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 180s   NOPC : 3
      Calcul freq : 401 677566.2 Hz   Altitude :    0 m
             136          131          191          107
              27          138           96
 112693 Date : 16.04.12 12:10:39  LC : 3  IQ : 50
      Lat1 : 34.150N  Lon1 : 119.211W  Lat2 : 34.150N  Lon2 : 119.211W
      Nb mes : 010  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 420s   NOPC : 3
      Calcul freq : 401 677571.8 Hz   Altitude :    0 m
             136          131          190          106
              27          138           96
 112693 Date : 16.04.12 13:53:01  LC : 3  IQ : 68
      Lat1 : 34.150N  Lon1 : 119.211W  Lat2 : 34.150N  Lon2 : 119.211W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -134 dB
      Pass duration : 210s   NOPC : 3
      Calcul freq : 401 677572.4 Hz   Altitude :    0 m
             137          131          183          101
              25          138           96
 112693 Date : 17.04.12 01:10:47  LC : 3  IQ : 58
      Lat1 : 34.150N  Lon1 : 119.209W  Lat2 : 34.150N  Lon2 : 119.209W
      Nb mes : 007  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 390s   NOPC : 3
      Calcul freq : 401 677569.6 Hz   Altitude :    0 m
             137          129          186          103
              25          138          103
 112693 Date : 17.04.12 03:05:47  LC : 1  IQ : 58
      Lat1 : 34.156N  Lon1 : 119.181W  Lat2 : 34.156N  Lon2 : 119.181W
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -121 dB
      Pass duration : 420s   NOPC : 3
      Calcul freq : 401 677567.6 Hz   Altitude :    0 m
             138          128          183          100
              24          138          112
 112693 Date : 17.04.12 03:16:14  LC : 3  IQ : 50
      Lat1 : 34.150N  Lon1 : 119.211W  Lat2 : 34.150N  Lon2 : 119.211W
      Nb mes : 011  Nb mes>-120dB : 000  Best level : -124 dB
      Pass duration : 390s   NOPC : 3
      Calcul freq : 401 677567.0 Hz   Altitude :    0 m
             138          128          183          100
              24          138          112
 112693 Date : 17.04.12 13:27:57  LC : 3  IQ : 68
      Lat1 : 34.150N  Lon1 : 119.209W  Lat2 : 34.150N  Lon2 : 119.209W
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 390s   NOPC : 3
      Calcul freq : 401 677571.8 Hz   Altitude :    0 m
             139          130          184          102
              25          138           97
 112696 Date : 16.04.12 03:27:59  LC : B  IQ : 00
      Lat1 : 34.142N  Lon1 : 119.208W  Lat2 : 34.142N  Lon2 : 119.208W
      Nb mes : 002  Nb mes>-120dB : 000  Best level : -136 dB
      Pass duration : 120s   NOPC : 3
      Calcul freq : 401 677461.7 Hz   Altitude :    0 m
             204          102          139           53
             110           98          117
 112696 Date : 16.04.12 03:28:04  LC : 3  IQ : 50
      Lat1 : 34.150N  Lon1 : 119.211W  Lat2 : 34.150N  Lon2 : 119.211W
      Nb mes : 006  Nb mes>-120dB : 000  Best level : -133 dB
      Pass duration : 210s   NOPC : 3
      Calcul freq : 401 677454.6 Hz   Altitude :    0 m
             204          102          203           53
             110          102          116
 112696 Date : 16.04.12 13:50:58  LC : B  IQ : 08
      Lat1 : 34.143N  Lon1 : 119.218W  Lat2 : 34.143N  Lon2 : 119.218W
      Nb mes : 001  Nb mes>-120dB : 000  Best level : -138 dB
      Pass duration : 000s   NOPC : 3
      Calcul freq : 401 677457.0 Hz   Altitude :    0 m
             205          104           76           54
             239          106           96
 112696 Date : 17.04.12 03:04:20  LC : 0  IQ : 50
      Lat1 : 34.160N  Lon1 : 119.162W  Lat2 : 34.160N  Lon2 : 119.162W
