 Prog 13440
      Pass duration : 512s   NOPC : 3
      Calcul freq : 401 677446.2 Hz   Altitude :    0 m
      0.23368E+2   0.35040E+1   0.22000E+3
 121136 Date : 16.07.12 04:31:14  LC : 3  IQ : 50
      Lat1 : 39.663S  Lon1 : 176.882E  Lat2 : 39.663S  Lon2 : 176.882E
      Nb mes : 015  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 544s   NOPC : 3
      Calcul freq : 401 677452.8 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22000E+3
 121136 Date : 16.07.12 04:30:15  LC : 3  IQ : 58
      Lat1 : 39.663S  Lon1 : 176.881E  Lat2 : 39.663S  Lon2 : 176.881E
      Nb mes : 021  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 704s   NOPC : 3
      Calcul freq : 401 677452.9 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22000E+3
 121138 Date : 16.07.12 01:31:43  LC : 3  IQ : 50
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 022  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 792s   NOPC : 3
      Calcul freq : 401 677567.7 Hz   Altitude :    0 m
      0.21008E+2   0.34240E+1   0.22400E+3
 121138 Date : 16.07.12 02:52:28  LC : 3  IQ : 58
      Lat1 : 39.664S  Lon1 : 176.880E  Lat2 : 39.664S  Lon2 : 176.880E
      Nb mes : 022  Nb mes>-120dB : 000  Best level : -126 dB
      Pass duration : 759s   NOPC : 3
      Calcul freq : 401 677566.3 Hz   Altitude :    0 m
      0.22896E+2   0.35040E+1   0.22800E+3
 121138 Date : 16.07.12 03:09:57  LC : 3  IQ : 50
      Lat1 : 39.664S  Lon1 : 176.882E  Lat2 : 39.664S  Lon2 : 176.882E
      Nb mes : 014  Nb mes>-120dB : 000  Best level : -125 dB
      Pass duration : 495s   NOPC : 3
      Calcul freq : 401 677565.6 Hz   Altitude :    0 m
      0.23368E+2   0.35040E+1   0.22800E+3
 121138 Date : 16.07.12 04:29:58  LC : 3  IQ : 58
      Lat1 : 39.663S  Lon1 : 176.881E  Lat2 : 39.663S  Lon2 : 176.881E
      Nb mes : 018  Nb mes>-120dB : 000  Best level : -129 dB
      Pass duration : 693s   NOPC : 3
      Calcul freq : 401 677568.4 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22800E+3
 121138 Date : 16.07.12 04:32:35  LC : 3  IQ : 50
      Lat1 : 39.664S  Lon1 : 176.882E  Lat2 : 39.664S  Lon2 : 176.882E
      Nb mes : 013  Nb mes>-120dB : 000  Best level : -128 dB
      Pass duration : 495s   NOPC : 3
      Calcul freq : 401 677568.6 Hz   Altitude :    0 m
      0.21480E+2   0.35040E+1   0.22800E+3
